編號,名稱,類別,去年EPS,五年平均EPS,近四季EPS,預測EPS,預測本益比,去年股利,去年股息,預測股利,五年平均殖利率,預測殖利率,合理價位,目前價格,K,D,五年均價,營收更新月,推(股利),推(EPS),推(KD)
6640,均華,半導體業,3.02,2.96,1.34|0.25|-0.08|0.73|,1.37,32.34,3,0,1.41,6.46,3.18,20.14,44.3,68.05,62.94,36.68|40.01|42.92|,2020/8,N,N,N
6641,基士德-KY,其他業,6.79,6.82,1.86|1.76|0.42|1.98|,5.19,12.14,4.57,0,3.18,6.17,5.05,45.43,63,43.32,57.13,67.24|66.04|64.14|,2020/8,N,N,N
6643,M31,半導體業,9.9,8.73,3.72|2.91|1.9|2.07|,9.46,32.51,7.55,0,6.84,2.08,2.22,97.71,307.5,44.78,45.05,320.66|301.23|,2020/8,N,N,N
6654,天正國際,其他電子業,0.52,4.26,-0.28|-0.2|0.08|0.6|,1.12,45.09,1,0,1.06,3.48,2.1,15.14,50.5,30,30.25,68.85|61.01|51.17|,2020/8,N,N,N
6655,科定,其他業,2.25,2.9,0.66|0.89|-0.26|1.11|,2.06,21.5,2,0,1.38,3.53,3.12,19.71,44.3,41.78,55.15,56.62|46.99|41.41|,2020/8,N,N,N
6662,樂斯科,未知,2.19,2.25,0.44|0.4|0.69|0.44|,1.92,18.31,1.9,0,1.73,4.5,4.92,24.71,35.15,20.41,19.89,41.38|38.19|,2020/8,N,N,Y
6664,群翊,電子零組件業,5.4,5.2,1.46|0.84|1.26|1.85|,6.01,9.93,4.2,0,4.7,6,7.87,67.14,59.7,20.31,28.23,51.21|60.9|61.65|,2020/8,Y,N,Y
6666,羅麗芬-KY,未知,10.27,10.18,2.05|2.63|-0.03|0.33|,0.7,149.29,7,0,0.48,4.17,0.46,6.86,104.5,24.43,32.93,174.27|182.26|122.03|,2020/8,N,N,Y
6667,信紘科,其他電子業,1.15,2.77,0.63|0.35|-0.16|1.28|,2.35,25.02,1.99,0,2.63,5.08,4.47,37.57,58.8,36.58,32.66,37.35|44.33|66|,2020/8,N,N,N
6668,中揚光,未知,1.75,2.88,0.98|0.28|0.04|0.47|,1.16,47.93,0.8,0,0.51,1.56,0.92,7.29,55.6,38.68,35.66,94.02|74.18|64.31|,2020/8,N,N,N
6669,緯穎,未知,53.69,40.17,9.5|36.42|8.37|12.41|,67.71,10.12,23,0,30.03,2.84,4.38,429,685,17.26,20.28,433.7|750.12|,2020/8,N,N,Y
6670,復盛應用,其他業,16.61,15.05,4.79|5.58|3.28|0.61|,8.11,22.44,8,0,5.15,5.2,2.83,73.57,182,52.33,69.72,164.6|171.29|171.69|,2020/8,N,N,N
6671,三能-KY,其他業,3.11,3.2,0.74|1.16|0.24|1.19|,3.25,11.37,3,0,3.05,6.78,8.25,43.57,36.95,16.78,23.97,44.32|43.41|37.04|,2020/8,Y,N,Y
6672,騰輝電子-KY,電子零組件業,6.85,6.33,2.18|1.59|1.51|1.61|,6.5,13.15,5,0,3.06,3.89,3.58,43.71,85.5,36.12,37.96,88.76|85.15|,2020/8,N,N,N
6674,鋐寶科技,未知,0.16,2.07,0.01|-0.13|0|0.06|,0.12,230.83,1.4,0,0.4,4.58,1.44,5.71,27.7,23.56,32.78,43.13|33|26.21|,2020/8,N,N,Y
6679,鈺太,半導體業,4.06,2.67,1.16|1.09|1.4|1.7|,7.06,31.66,2.44,0,4.05,1.16,1.81,57.86,223.5,38.33,50.36,122.59|169.24|,2020/8,N,N,N
6803,崑鼎,其他業,12.09,11.84,3.64|2.45|3.05|3.03|,11.81,18.12,10.83,0,10.43,5.35,4.87,149,214,39.19,36.59,172.9|171.88|172.73|196.29|212.47|,2020/8,N,N,N
7402,邑錡,未知,1.07,1.43,0.17|-0.3|0.03|0.16|,0.37,79.73,0.57,0.67,0.23,1.72,0.78,3.29,29.5,32.67,43.51,72.97|67.95|45.31|47.14|33.02|,2020/8,N,N,N
8016,矽創,半導體業,10.27,8.09,3.22|2.55|2.43|2.43|,11.25,12.67,6.5,0,7.94,4.76,5.57,113.43,142.5,34.47,41.34,100.27|91.1|93.18|145.27|146.89|,2020/8,N,N,N
8021,尖點,其他電子業,1.34,1.68,0.49|0.23|0.15|0.44|,1.26,17.9,1.2,0,0.75,4.53,3.33,10.71,22.55,35.01,49.6,21|23|19.85|20.24|20.97|,2020/8,N,N,N
8028,昇陽半導體,半導體業,2.51,1.94,0.83|0.44|0.28|0.31|,1.04,46.63,2,0,0.89,3.61,1.84,12.71,48.5,66.67,69.04,36.71|58.13|53.77|,2020/8,N,N,N
8032,光菱,電子通路業,1.5,2.3,0.48|0.18|0.21|0.34|,1.18,18.05,1.13,0,0.81,6.02,3.8,11.57,21.3,40.2,37.68,26.02|24.69|25.37|26.11|22.64|,2020/8,N,N,N
8034,榮群,未知,0.96,0.96,-0.13|1.28|-0.15|0.2|,0.21,95,0.2,0,0.04,0.75,0.2,0.57,19.95,26.73,25.26,5.94|10.7|11.31|10.67|21.64|,2020/8,N,N,Y
8039,台虹,電子零組件業,3.02,3.23,0.93|0.78|0.4|0.8|,2.78,18.63,2.5,0,1.98,5.2,3.82,28.29,51.8,49.72,41.81,34.4|43.23|41.77|41.57|48.35|,2020/8,N,N,N
8040,九暘,半導體業,2.1,2.1,1.46|-0.23|-1.82|0.25|,-3.82,-3.98,0.2,0,-0.36,1.25,-2.37,-5.14,15.2,65.86,65.22,7.73|7.47|9.35|11.57|17.21|,2020/8,N,N,N
8042,金山電,電子零組件業,0.03,2.92,0.16|0.27|-0.36|0.48|,0.13,268.08,0,0.3,0.1,4.48,0.29,1.43,34.85,15.88,16.72,47.86|56.7|55.77|35.78|33.83|,2020/8,N,N,Y
8043,蜜望實,電子零組件業,0.97,2.15,0.29|-0.25|0.15|-0.06|,0.22,110.23,0.5,0,0.12,4.08,0.49,1.71,24.25,47.99,45.24,15.39|19.86|45.05|35.93|25.93|,2020/8,N,N,N
8044,網家,未知,1.39,5.13,0.48|0.29|0.88|0.45|,3.19,34.8,0.7,0,2.06,1.35,1.86,29.43,111,40.06,27.83,335.75|207.98|144.68|129.24|105.23|,2020/8,N,N,N
8046,南電,電子零組件業,0.48,-0.64,0.54|0.44|0.72|1.29|,4.58,28.28,0.7,0,0.79,2.19,0.61,11.29,129.5,41.64,46.25,28.51|25.34|28.91|43.55|73.78|,2020/8,N,N,N
8048,德勝,未知,3.17,2.75,0.81|0.78|0.14|0.45|,1.18,24.28,2.5,0,0.98,6.69,3.42,14,28.65,56.1,61.01,35.12|27.91|29.09|37.28|32.21|,2020/8,N,N,N
8049,晶采,未知,2.24,1.82,0.56|0.43|0.43|0.75|,2.2,8.86,1.8,0,1.65,6.88,8.46,23.57,19.5,23.81,35.07,13.48|16.8|18.03|23.2|20.69|,2020/8,Y,N,Y
8050,廣積,未知,2.12,3.33,0.11|0.6|0.06|0.44|,1.1,39.73,2.01,0,0.95,5.25,2.17,13.57,43.7,20.66,25.91,61.5|57.26|43.76|42.54|40.94|,2020/8,N,N,Y
8054,安國,半導體業,-1.4,0.46,-0.5|-0.31|-0.48|-0.42|,-2.18,-8.28,0.54,0,-1.76,4.69,-9.75,-25.14,18.05,35.47,44.58,19.23|19.59|18.57|15.79|14.62|,2020/8,N,N,N
8064,東捷,未知,1.3,1.27,0.39|-0.14|0.07|-0.09|,0.1,137.5,1,0,0.07,4.87,0.51,1,13.75,30.26,40.78,15.58|18.34|16.76|17.88|14.61|,2020/8,N,N,N
8066,來思達,未知,6.88,9.86,2.3|1.05|0.02|-0.75|,-0.1,-562,6.1,0,-0.08,7.73,-0.14,-1.14,56.2,70.7,67.4,93.64|124.6|109.71|95.42|64.58|,2020/8,N,N,N
8069,元太,未知,2.72,1.81,1.01|0.54|0.69|0.86|,3.6,11.57,2,0,3.19,4.31,7.66,45.57,41.65,49.89,46,19.32|34.87|36.32|32.37|34.94|,2020/8,Y,Y,N
8070,長華,電子通路業,17.19,13.85,5.08|3|2.35|3.5|,13.66,1.4,8.5,0,8.34,5.78,43.55,119.14,19.15,22.11,21.18,106.63|142.86|138.23|159.37|141.94|,2020/8,Y,N,Y
8071,能率網通,電子零組件業,1.35,0.74,0.38|0.14|0|0.16|,0.57,21.67,0.5,0,0.47,2.1,3.81,6.71,12.35,29.34,27.47,11.87|16.68|14.78|14.19|12.5|,2020/8,N,N,Y
8072,陞泰,電子通路業,-1.16,0.01,-0.14|-0.26|-0.1|-0.14|,-0.56,-59.55,0.2,0,0.12,2.38,0.36,1.71,33.35,79.13,64.14,23.77|21.49|22.09|21.16|23.84|,2020/8,N,N,N
8074,鉅橡,電子零組件業,0.62,1.71,0.19|0.25|0.15|0.13|,0.56,29.37,1,0,0.5,5.63,3.04,7.14,16.45,90.81,86.23,27.83|28.61|23.62|19.41|16.57|,2020/8,N,N,N
8076,伍豐,未知,1.03,0.92,0.3|0.07|-0.12|-0.04|,-0.34,-79.26,0.26,0.75,-0.23,1.48,-0.85,-3.29,26.95,25.51,33.33,72.01|49.09|44.37|40.36|29.48|,2020/8,N,N,N
8081,致新,半導體業,9.18,5.63,2.5|2.18|2.73|2.73|,13.51,11.66,7.5,0,13.16,6,8.36,188,157.5,54.37,59.97,67.25|69.12|65.47|97.78|136.87|,2020/8,Y,Y,N
8083,瑞穎,未知,9,9.11,2.42|1.62|2.52|2.52|,9.38,18.76,9,0,8.69,5.54,4.94,124.14,176,84.8,86.92,147.43|151.58|136.18|144.98|156.11|,2020/8,N,N,N
8086,宏捷科,半導體業,2.54,3.37,0.91|1.03|1.1|1.1|,5.73,17.8,1.7,0,4.24,3.52,4.16,60.57,102,77.97,68.72,59.81|60.33|58.3|69.9|91.25|,2020/8,N,N,N
8088,品安,半導體業,2.37,1.22,0.97|0.33|0.92|0.08|,1.96,12.27,2.08,0,1.45,3.63,6.03,20.71,24.05,49.8,52.3,20.14|21.17|14.86|19.95|27.71|,2020/8,N,Y,N
8091,翔名,電子零組件業,3.3,5.27,1.1|0.33|0.4|1.95|,4.32,16.67,1.45,0,3.33,5.43,4.62,47.57,72,21.96,22.12,55.76|70|105.45|68.9|61.66|,2020/8,N,N,Y
8096,擎亞,電子通路業,0.58,0.89,0.19|0.11|0.4|0.2|,1.22,10.04,0.2,0.2,0.32,1.2,2.61,4.57,12.25,15.13,24.32,17.88|15.62|12.3|9.94|11.25|,2020/8,N,N,Y
8099,大世科,資訊服務業,1.42,1.39,0.28|0.47|0.31|0.51|,2.3,9.07,1.05,0,1.83,5.02,8.78,26.14,20.85,35.66,51.57,17.77|19.76|19.72|17.98|18.89|,2020/8,Y,Y,N
8103,瀚荃,電子零組件業,2.16,2.18,0.9|0.26|0.24|1.16|,2.88,11.48,1.03,0,1.34,3.52,4.05,19.14,33.05,38.47,58.13,25.98|31.9|26.66|25.08|26.5|,2020/8,N,N,N
8104,錸寶,未知,0.76,4.28,0.44|-0.38|0.07|1.04|,2.24,22.54,0.35,0,1.32,2.42,2.61,18.86,50.5,54.52,57.97,62.6|43.56|,2020/8,N,N,N
8105,凌巨,未知,-0.45,0.84,0.14|-2.08|-0.43|-0.34|,-1.51,-7.15,0.1,0,-0.06,1,-0.56,-0.86,10.8,49.29,60.03,18.46|19.51|14.07|12.13|10.31|,2020/8,N,N,N
8107,大億金茂,未知,2.33,3.38,0.27|0.07|-0.22|-0.53|,-1.74,-10.49,1,0,-1.24,7.7,-6.79,-17.71,18.25,71.01,54.75,22.91|30.6|36.56|22.83|17.17|,2020/8,N,N,N
8109,博大,電子零組件業,4.86,5.21,1.41|0.31|0.73|1.18|,3.7,18.14,4.02,0,2.95,5.41,4.4,42.14,67.1,29.85,47.32,65.82|65.22|72.19|84.45|67.91|,2020/8,N,N,N
8111,立碁,未知,0.62,1.25,0.08|-0.06|0.11|0.36|,0.99,17.07,0.46,0,0.49,4.3,2.9,7,16.9,76.22,81.31,4.36|8.63|11.06|10.07|10.16|,2020/8,N,N,N
8114,振樺電,未知,6.13,8.14,1.96|1.17|0.22|0.35|,1.06,79.06,4.5,0,0.86,5.13,1.03,12.29,83.8,76.75,82.45,169.19|157.87|116.92|106.8|87.46|,2020/8,N,N,N
8131,福懋科,半導體業,2.85,2.81,0.8|0.69|0.88|0.78|,3.39,10.53,2.2,0,2.67,6.93,7.48,38.14,35.7,50.06,39.69,22.01|28.6|33.75|34.4|36.72|,2020/8,Y,N,N
8150,南茂,半導體業,3.55,2.56,0.81|0.72|0.98|0.75|,3.63,8.17,1.8,0,2.07,4.31,6.98,29.57,29.65,61.13,48.16,30.58|28.03|23.76|28.65|30.86|,2020/8,N,Y,N
8155,博智,電子零組件業,4.46,4.61,1.37|1.83|2.92|3.55|,14.02,8.7,3.6,0,11.97,5.56,9.81,171,122,35.86,29.88,25.84|52.2|97.4|72.38|137.74|,2020/8,Y,Y,N
8163,達方,未知,3.21,2.86,0.85|0.83|0.36|0.89|,2.62,15.19,2.3,0,2.55,6.64,6.41,36.43,39.8,25.76,41.55,19.24|25.69|45.62|43.29|37.22|,2020/8,N,N,N
8171,天宇,未知,4.81,4.81,-0.32|-0.68|-0.18|-0.22|,2.73,15.59,0.25,0,0.14,1.01,0.33,2,42.55,86.25,86.57,10.64|10.55|10.41|11.14|16.62|,2020/8,N,N,N
8176,智捷,未知,0.21,0.52,0.45|0.08|-0.43|-0.2|,-11.23,-0.84,0.15,0,-8.37,3.35,-88.85,-119.57,9.42,89.42,87.05,8.45|11.37|12.89|11.59|9.31|,2020/8,N,N,N
8182,加高,電子零組件業,1.3,1.19,0.4|0.31|0.4|0.52|,2.08,13.56,1,0,1.51,4.61,5.35,21.57,28.2,30.07,40.96,13.46|16.69|17.71|20.47|27.66|,2020/8,N,Y,N
8183,精星,其他電子業,1.35,1.27,0.46|0.34|0.08|0.45|,1.05,17.86,0.45,0,0.36,2.04,1.92,5.14,18.75,15.12,27.41,8.95|22.34|20.91|16.19|17.16|,2020/8,N,N,Y
8210,勤誠,未知,7.62,5.2,1.97|2.46|1.13|2.18|,7.5,12.39,4.6,0,5.02,5.61,5.4,71.71,92.9,56.32,45.39,50.71|51.46|42.14|66.94|90.95|,2020/8,N,Y,N
8213,志超,電子零組件業,4.08,3.68,1.29|0.67|3.3|1.28|,9.56,4.35,2.55,0,5.17,5.79,12.44,73.86,41.55,23.17,34.02,31.18|31.39|28.43|35.83|35.14|,2020/8,Y,N,Y
8215,明基材,未知,0.8,1.26,0.21|0.1|0.1|0.24|,0.68,33.97,0.5,0,0.4,4.12,1.73,5.71,23.1,45.16,60.38,16.36|17.13|17.9|22.31|17.78|,2020/8,N,N,N
8222,寶一,未知,0.65,0.81,0.21|-0.01|0.17|-0.06|,0.2,69,0.45,0,0.14,2.55,1.01,2,13.8,35.04,34.84,29.53|22.96|18.62|19.39|14.78|,2020/8,N,N,N
8234,新漢,未知,1.61,1.36,0.31|0.46|0.12|0.24|,0.92,25.71,0.8,0,0.62,3.48,2.62,8.86,23.65,36.41,41.05,29.21|30.96|26.14|27.05|23.33|,2020/8,N,N,N
8240,華宏,未知,2.1,1.21,1.01|0.69|0.35|0.42|,1.58,17.91,1.3,0,20.45,3.71,72.26,292.14,28.3,30.93,44.86,18.71|20.16|18.96|25.09|24.67|,2020/8,Y,N,N
8249,菱光,電子零組件業,1.45,1.81,0.69|-0.13|-0.08|0.54|,0.88,19.77,1.2,0,0.73,6.71,4.2,10.43,17.4,38.18,50.99,20.49|24.06|23.01|21.73|18.74|,2020/8,N,N,N
8255,朋程,未知,4.11,6.79,0.93|0.71|0.8|-0.3|,0.65,129.85,4.5,0,0.55,5.28,0.65,7.86,84.4,84.1,81.65,116.26|109.32|102.15|99.71|86.89|,2020/8,N,N,N
8261,富鼎,半導體業,0.68,0.96,0.22|0.11|0.29|0.57|,2.51,11.53,0.5,0,2.05,2.7,7.08,29.29,28.95,23.6,28.13,23.83|25.7|35.3|28.64|25.72|,2020/8,Y,N,Y
8279,生展,未知,7.86,5.71,1.97|1.88|1.48|2.75|,9.92,11.49,3,0,2.61,1.42,2.29,37.29,114,13.34,15.85,121.98|119.82|126.29|123.83|110.23|,2020/8,N,N,Y
8299,群聯,半導體業,23.05,23.85,8.28|6.34|9.63|6|,33.58,8.34,13,0,19.78,4.62,7.06,282.57,280,55.92,55.43,248.91|326.94|259.83|286.94|294.19|,2020/8,Y,Y,N
8341,日友,其他業,8.91,6.71,2.55|2.39|2.05|2.05|,8.74,28.15,8,0,7.16,2.67,2.91,102.29,246,56.76,36.39,133.19|170.87|222.13|256.27|251.28|,2020/8,N,N,N
8342,益張,其他業,3.05,3.83,0.74|1.08|0.95|1.14|,4.38,12.53,3.5,0,4.77,7.02,8.69,68.14,54.9,41.64,41.76,45.14|38.96|45.31|49.35|,2020/8,Y,N,N
8349,恒耀,未知,2.16,5.1,0.4|0.81|0.01|-0.36|,-0.98,-50,2,0,-0.85,5.02,-1.73,-12.14,49,36.63,51.96,76.88|104.47|97.72|70.59|49.68|,2020/8,N,N,N
8358,金居,電子零組件業,1.57,3.17,0.36|0.45|0.62|0.62|,2.83,13.92,2,0,2.47,6.34,6.27,35.29,39.4,69.09,59.55,20.5|48.36|36.11|36.06|38.69|,2020/8,N,Y,N
8367,建新國際,未知,1.92,1.91,0.54|0.78|0.42|0.72|,2.14,12.59,1.1,0,1.16,4.2,4.3,16.57,26.95,22.79,27.41,23.98|23.7|25.1|,2020/8,N,Y,Y
8374,羅昇,未知,-0.78,0.72,-0.55|-0.41|0.1|0.2|,0.66,33.79,0.3,0,0.09,1.56,0.4,1.29,22.3,51.61,42.76,12.76|23.45|26.19|21.04|20.49|,2020/8,N,N,N
8383,千附,其他電子業,2.51,3.43,0.44|0.64|0.98|0.91|,3.61,11.05,2.5,0,2.71,5.57,6.79,38.71,39.9,75.36,74.49,51.36|49.15|40.85|38.23|35.92|,2020/8,N,N,N
8390,金益鼎,其他業,1.56,0.38,0.31|0.41|0.35|0.71|,2.34,10.11,1.24,0,1.49,2.2,6.3,21.29,23.65,22.22,20.5,13.93|16.42|16.81|16.59|20.53|,2020/8,N,N,Y
8401,白紗科,其他業,0.46,0.79,0.08|0.48|-0.11|-0.03|,-0.28,-40.89,0.5,0,-0.29,5.52,-2.53,-4.14,11.45,59.12,48.99,11.17|12.88|14.87|12.15|11.3|,2020/8,N,N,N
8403,盛弘,未知,1.88,1.99,0.77|0.25|-0.38|0.74|,1.56,24.58,0,0.49,0.44,1.68,1.15,6.29,38.35,28.12,28.06,40.48|36.69|32.16|28.65|36.65|,2020/8,N,N,Y
8404,百和興業-KY,其他業,1.1,1.5,0.33|0.21|0.64|0.32|,1.64,17.5,0.6,0,0.52,0.83,1.81,7.43,28.7,21.87,27.44,36.43|50.49|50.76|44.53|32.94|,2020/8,N,N,Y
8406,金可-KY,未知,12.98,13.17,3.72|4.46|0.66|2.17|,5.97,21.11,3,0.5,2.66,2.62,2.11,38,126,31.81,34.77,328.46|245.06|222.06|206.02|153.69|,2020/8,N,N,N
8410,森田,未知,2.36,2.03,1.33|0.81|0.89|1.04|,4.65,10.61,1.5,0,0.91,4.19,1.84,13,49.35,21.88,37.85,22.03|31.06|30.22|26.34|36.81|,2020/8,N,Y,Y
8411,福貞-KY,其他業,-0.34,1.32,-0.15|0.42|-0.33|0.2|,-0.3,-46.17,0.12,0,-0.05,1.32,-0.36,-0.71,13.85,53.32,59.13,27.41|30.13|17.56|15.39|12.01|,2020/8,N,N,N
8415,大國鋼,未知,0.81,0.91,0.16|-0.09|0.21|0.13|,0.63,40.56,1.41,0,0.95,4.64,3.72,13.57,25.55,49.59,55.95,17.71|19.46|29.8|33.99|26.72|,2020/8,N,N,N
8416,實威,資訊服務業,9.44,8.62,2.44|3.58|1.78|2.15|,8.59,12.51,7,0,6.49,5.57,6.04,92.71,107.5,33.57,39.54,97.6|94.37|124.91|118.63|113.2|,2020/8,N,N,N
8420,明揚,其他業,2.53,1.78,0.84|0.35|0.18|-0.21|,-0.07,-347.14,1.3,0,-0.06,4.66,-0.25,-0.86,24.3,88.53,88.38,21.59|19.68|18.08|27.24|23.79|,2020/8,N,N,N
8422,可寧衛,其他業,10.83,12.01,2.25|3.07|2.54|2.29|,10.26,15.64,10,0,8.94,5.94,5.57,127.71,160.5,65.2,57.13,171.54|172|179.53|163.04|155.6|,2020/8,N,N,N
8423,保綠-KY,其他業,1.35,1.13,0.37|0.18|0.17|0.08|,0.48,38.02,0.6,0.4,0.1,2.7,0.55,1.43,18.25,75.47,63.85,19.32|18.92|25.39|22.45|17.93|,2020/8,N,N,N
8424,惠普,建材營造業,5.01,4.3,1.21|1.11|0.73|1.01|,3.48,14.3,4,0,2.63,6.64,5.29,37.57,49.75,55.26,44.79,35.8|40.73|53.08|56.85|51.21|,2020/8,N,N,N
8427,基勝-KY,其他業,0.46,3.33,-1.25|0.85|1.52|-0.1|,2.1,20.95,0.37,0,-2.26,3.6,-5.14,-32.29,44,59.04,57.83,63.05|54.12|40.89|39.62|45.33|,2020/8,N,N,N
8429,金麗-KY,未知,-0.29,3.13,-0.13|-0.73|-0.64|-0.73|,-2.07,-3.94,0.02,0,-0.11,0.91,-1.35,-1.57,8.16,56.59,64.44,51.93|33.1|21.03|14.91|8.23|,2020/8,N,N,N
8432,東生華,未知,2.22,2.25,1.21|0.13|0.62|0.21|,1.63,39.39,1.8,0,1.62,2.71,2.52,23.14,64.2,39.3,52,84.22|75.41|76.3|73.1|70.61|,2020/8,N,N,N
8433,弘帆,未知,4.13,6.03,1.19|0.69|0.78|0.63|,3,13.1,2,0,2.18,5.32,5.55,31.14,39.3,29.74,37.73,156.02|102.2|64.96|57.37|43.81|,2020/8,N,N,N
8435,鉅邁,其他業,3.5,3.28,0.89|0.81|0.62|0.97|,3.25,15.12,3.35,0,3.16,6.33,6.43,45.14,49.15,45.23,61.52,44.95|47.93|49.34|50.7|50.27|,2020/8,N,N,N
8436,大江,未知,15.43,9.53,3.04|1.83|3.13|4.5|,13.63,22.01,8.88,0,5.7,1.43,1.9,81.43,300,11.58,21.03,146.92|192.09|443.71|395.18|255.12|,2020/8,N,N,Y
8437,大地-KY,其他業,14.09,11.12,4|3.82|1.33|0.12|,2.8,63.21,7.5,0,1.64,3.16,0.93,23.43,177,34.87,51.5,174.35|179.85|234.27|244.81|191.18|,2020/8,N,N,N
8440,綠電,其他業,0.49,0.76,0.18|0.25|0.11|0.02|,0.28,58.75,0.4,0,0.24,3.28,1.46,3.43,16.45,50.56,38.06,19.14|14.65|13.38|,2020/8,N,N,N
8443,阿瘦,未知,-0.79,0.04,-0.37|-0.11|-1.01|-0.44|,-3.04,-3.27,0.15,0,-2.24,3.1,-22.54,-32,9.94,68.9,67.55,20.47|15.35|13.72|11.71|9.64|,2020/8,N,N,N
8444,綠河-KY,其他業,-4.07,3.07,-0.91|-1.49|-0.54|-0.13|,-1.37,-47.81,0,1.5,-0.1,1.68,-0.15,-1.43,65.5,38.85,47.29,131.48|166.69|129.93|87.54|56.94|,2020/8,N,N,N
8446,華研,未知,10.22,7.26,2.42|2.48|2.47|2.16|,9.33,10.77,3.5,0,6.21,3.77,6.18,88.71,100.5,42.1,46.48,117.94|112.37|117.47|118.54|109.03|,2020/8,N,N,N
8454,富邦媒,未知,9.95,9.06,1.91|2.99|3.16|3.36|,14.21,48.06,8.5,0,12.83,2.98,1.88,183.29,683,15.81,26.87,210.28|210.1|220.05|259.31|519.87|,2020/8,N,N,Y
8462,柏文,未知,6.89,5.16,1.74|1.63|1.68|0.73|,4.85,34.12,5.38,0.5,3.19,1.94,1.93,45.57,165.5,14.41,22.11,221.32|172.54|,2020/8,N,N,Y
8463,潤泰材,其他業,0.59,0.98,0.25|0.24|-0.27|0.22|,-0.1,-375.5,0.49,0,-0.08,3.67,-0.21,-1.14,37.55,18.59,23.21,19.09|18.1|24.94|30.49|37.9|,2020/8,N,N,Y
8464,億豐,其他業,15.37,12.54,4.76|3.98|2.79|4.12|,15.19,22.45,10,0,11.75,3.25,3.45,167.86,341,46.06,34.54,299.19|311.12|255.93|259.7|271.44|,2020/8,N,N,N
8466,美吉吉-KY,其他業,6.09,6.94,1.14|1.44|0.95|1.35|,4.67,13.34,4.1,0,3.33,6.13,5.35,47.57,62.3,46.44,51.31,125.73|108.98|69.28|70.26|66.23|,2020/8,N,N,N
8467,波力-KY,其他業,2.67,2.44,1.64|0.25|0.35|0.7|,2.04,24.31,2,0,1.85,4.43,3.73,26.43,49.6,42.77,39.64,49.93|34.9|30.74|47.59|51.21|,2020/8,N,N,N
8472,夠麻吉,未知,1.85,2.48,0.49|0.47|0.09|0.8|,1.75,23.8,1.79,0,1.92,4.88,4.61,27.43,41.65,77.14,70.43,67.99|40.46|28.27|26.85|31.37|,2020/8,N,N,N
8473,山林水,其他業,2.25,3.03,0.52|0.63|0.93|0.55|,2.57,16.34,2,0,2.35,4.58,5.6,33.57,42,28.64,39.07,54.48|59.77|64.26|54.29|44.26|,2020/8,N,N,N
8477,創業家,未知,1.41,1.89,0.19|0|1.13|0.25|,3.01,13.6,1.37,0,2.52,2.72,6.15,36,40.95,81.6,72.05,71.08|50.12|48.12|50.02|40.3|,2020/8,N,N,N
8480,泰昇-KY,其他業,8.79,8.08,2.49|2.79|2.64|2.33|,10.43,11.46,6.2,0,6.92,4.05,5.79,98.86,119.5,22.09,25.53,130.02|130.99|129.44|129.79|,2020/8,N,N,Y
8481,政伸,其他業,3.42,3.26,0.97|0.97|0.9|0.52|,3.38,19.38,3,0,2.89,5.43,4.41,41.29,65.5,54.73,62.93,43.13|45.96|57.4|59.15|,2020/8,N,N,N
8482,商億-KY,其他業,7.67,8.68,1.7|1.69|0.2|1.94|,4.81,23.8,6.04,0,3.88,5.48,3.39,55.43,114.5,89.97,80.65,104.46|136.51|116.13|,2020/8,N,N,N
8488,吉源-KY,其他業,1.43,1.12,0.06|0.94|-0.57|-0.55|,-2.8,-4.86,0.5,0,-0.98,4.13,-7.21,-14,13.6,-117.08,-118.51,45.48|38.67|23.37|17.06|14.44|,2020/8,N,N,Y
8489,三貝德,未知,2.92,5.26,1.03|0.67|0.1|0.09|,1.5,41,1.59,0,0.7,2.12,1.14,10,61.5,77.68,68.13,170.22|254.31|132.56|66.36|,2020/8,N,N,N
8497,聯廣,其他業,5.44,4.62,1.47|2.85|-1.1|-0.3|,-3.78,-17.2,3.5,0,-2.77,5.48,-4.26,-39.57,65,-223.42,-225.1,44.71|51.14|65.27|,2020/8,N,N,Y
8499,鼎炫-KY,其他業,8.14,7.71,2.89|1.74|1.74|3.61|,12.39,11.1,5,0,8.1,4.6,5.89,115.71,137.5,42.81,38.84,117.33|82.78|108.56|107.15|,2020/8,N,Y,N
8906,花王,其他業,0.31,0.16,0.22|0.04|-0.18|-0.02|,-0.46,-34.57,0.21,0,-2.69,0.96,-16.92,-38.43,15.9,64.84,65.88,6|6.02|9.52|17.2|15.31|,2020/8,N,N,N
8908,欣雄,未知,2.14,1.66,0.5|0.55|0.51|0.66|,1.86,27.69,0.9,1.1,0.84,2,1.63,12,51.5,37.95,27.26,31.45|28.76|36.28|43.07|46.8|,2020/8,N,N,N
8916,光隆,其他業,4.1,3.41,1.9|0.06|0.17|1.03|,3.36,11.9,2.99,0,0.51,6.63,1.28,7.29,40,10.82,22.12,49.25|45.45|47.59|46.33|42.42|,2020/8,N,N,Y
8917,欣泰,未知,2.91,1.86,0.53|1.18|0.66|0.76|,2.74,22.85,1,1,2.2,2.62,3.51,31.43,62.6,53.59,56.51,49.12|48.5|47.87|50.25|58.32|,2020/8,N,N,N
8921,沈氏,其他業,0.5,0.55,0.3|0.11|0.06|0.14|,0.43,30.93,0.6,0,0.43,3.72,3.23,6.14,13.3,20.35,22.34,17.33|14.65|13.71|13.8|13.33|,2020/8,N,N,Y
